creation;us-east-1;1.02487;False;AccessDenied;
dm;;1.015836;False;InvalidBucketName;
epos;us-east-1;1.032034;False;AccessDenied;
cata;us-east-1;1.0283;False;AllAccessDisabled;
c2c;us-east-1;0.250654;False;AccessDenied;
fedora;eu-north-1;0.8154;False;AccessDenied;
cassini;us-east-1;0.254097;False;AccessDenied;
dysk;eu-central-1;0.7675;False;AccessDenied;
crocus;eu-west-1;0.953135;False;AccessDenied;
faro;us-east-1;0.208754;False;AccessDenied;
